newid,ind,hsize,hsize1,relationship,date,sex,age,marital,migrant,migrant_any,village,madrasa,madrasa_year,school,student,currgrade,maxgrade,paeduc,maeduc,ill,disable,disable_perm,hrelig,religious,jumma,waqt,wrkstat,mo_remit,occ1,hrs_wk1,days_wk1,mo_yr1,tenure1,mo_wageinc1,mo_nonwageinc1,occ2,hrs_wk2,days_wk2,mo_yr2,tenure2,mo_wageinc2,mo_nonwageinc2,microf,microf_name1,microf_name2,microf_name3,mo_microf,microloan_curr1,microloan_curr2,curr_mig,migr_perm,migrcurr_dur,migrcurr_country,migrcurr_occ,migrcurr_inc,migrcurr_hrswk,migrcurr_remmo,migr1_dur,migr1_country,migr1_occ,migr1_inc,migr1_hrswk,migr1_remmo,happy,happy_future,wwactivities,ystrhappy,ystrworry,ystrdepress,satcur_livstandard,satcur_health,satcur_achieve,satcur_fam,satcur_safe,satcur_comm,satcur_finsec,satcur_leistime,satcur_socenv,satcur_job,cur_overworked,curtrust_employer,curtrust_coworker,sat5yr_livstandard,sat5yr_health,sat5yr_achieve,sat5yr_fam,sat5yr_safe,sat5yr_comm,sat5yr_finsec,sat5yr_leistime,sat5yr_socenv,sat5yr_job,overworked_5yr,trust_neighb_5yr,trust_locgov_5yr,trust_employer_5yr,trust_religlead_5yr,trust_coworker_5yr,trust_relatives_5yr,status_prof,relfinan_profession,relfinan_siblings,relfinan_schoolmates,relfinan_neighbors,relfinan_parents,relfinan_extendedfam,relfinan_others,happy_past,curtrust_neighb,curtrust_locgov,curtrust_religlead,curtrust_relatives,global_stat_perc,ownhouse,housetype,cookroom,mainrooms,othrooms,bath_flush,bath_pitlat,bath_bucket,bath_hanging,hhactivity1,hhactivity2,hhactivity3,hhincsource1,hhincsource2,hhincsource3,land_ownop,land_rentedout,land_notown,drinkwater1,drinkwater2,washwater1,washwater2,light1,light2,light3,cookfuel1,cookfuel2,cookfuel3,electricity,naturalgas,generator,phone,cow,chicken,duck,buffalo,goat_sheep,helpers,nonwage_farm,nonwage_nonfarm,govttransfer,other_inc,currinc_2yrsago,currinc_2yrafter,exp_groc,exp_util,exp_hrent,exp_hrelated,exp_school,exp_health,exp_cloth,exp_transport,exp_furniture,exp_recreat,exp_eid,exp_tax,exp_mo,wedding,cost_wedding,birth,cost_birth,death,cost_death,medical,cost_medical,migration_rel,cost_migr,event_other,cost_other,own_weaving1,own_weaving2,own_weaving2flag,own_weaving3,own_weaving4,own_house1,own_house2,own_house2flag,own_house3,own_house4,own_computer1,own_computer2,own_computer2flag,own_computer3,own_computer4,own_cell1,own_cell2,own_cell2flag,own_cell3,own_cell4,own_generator1,own_generator2,own_generator2flag,own_generator3,own_generator4,own_car1,own_car2,own_car2flag,own_car3,own_car4,own_boatp1,own_boatp2,own_boatp2flag,own_boatp3,own_boatp4,own_boatr1,own_boatr2,own_boatr2flag,own_boatr3,own_boatr4,own_rickshaw1,own_rickshaw2,own_rickshaw2flag,own_rickshaw3,own_rickshaw4,own_bicycle1,own_bicycle2,own_bicycle2flag,own_bicycle3,own_bicycle4,own_cart1,own_cart2,own_cart2flag,own_cart3,own_cart4,own_almirah1,own_almirah2,own_almirah2flag,own_almirah3,own_almirah4,own_tractor1,own_tractor2,own_tractor2flag,own_tractor3,own_tractor4,own_television1,own_television2,own_television2flag,own_television3,own_television4,own_fridge1,own_fridge2,own_fridge2flag,own_fridge3,own_fridge4,own_bike1,own_bike2,own_bike2flag,own_bike3,own_bike4,madrasa_binary,day,dayofweek
1500,0,2,2,"Householdhead","10/7/13","Male",63,"Widowed","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"Yes","No",.n,"Muslim","Very","Regular",5,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Satisfied","Somewhat","Not at all","Not at all","Satisfied","Not at all satisfied","Somewhat unsatisfied","Satisfied","Quite satisfied","Quite satisfied","Satisfied",.m,"Quite satisfied",.m,"N",.m,"Y","Same","Better","Same","Same","Same","Same","Same",.m,"Same",.m,"N","Y","Y",.m,"Y","Y","Y",8,.m,"Same",.m,"Worse",.m,"Same",.m,"Better","Yes","Yes","Yes","Yes",8,"Owned","Kacha","Y",1,0,0,1,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,.m,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Lower",.m,1000,100,0,5000,3000,1000,200,0,0,100,1000,3,3000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2013,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
150,0,4,4,"Householdhead","22/6/13","Male",26,"Married","Non","No migrants","Roail","0",0,6,"No",.n,6,10,8,"No","No",.n,"Muslim","Moderate","Regular",3,"Self-Employed",.n,"Bus/taxi Driver",8,6,12,6,22000,.n,.m,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Better","Satisfied","All day","Not at all","Not at all","Satisfied","Satisfied","Satisfied","Quite satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Satisfied","Satisfied","Quite satisfied","N","Y",.m,"Same","Same","Same","Better","Same","Same","Same","Same","Same","Same",.m,.m,.m,.m,.m,.m,.m,6,"Same","Higher","Same","Same",.m,.m,.m,"Same","Yes","Yes","Yes","Yes",6,"Owned","Kacha","Y",1,0,0,1,0,0,"Manufacture","Manufacture",.n,"Service","Service",.n,0,26,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood","Dung/leaves/straw",.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Higher",4800,300,0,0,0,600,0,0,0,0,5200,150,7000,0,.n,.m,.n,0,.m,.m,.m,0,.n,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2010,"",1200,"N","N",.n,"",.n,.n,"O",2008,"",290000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2009,"",1500,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,3,1
1501,0,4,3,"Householdhead","10/7/13","Male",29,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,.n,"No","No",.n,"Muslim","Very","Regular",5,"Employed",.n,"Business (small)",7,7,12,2,3000,.n,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Better","Satisfied","All day","Not at all","Not at all","Satisfied","Quite satisfied","Satisfied","Quite satisfied","Completely satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Not at all satisfied","Satisfied","Y",.m,"Y","Same","Better","Same","Same","Same","Same","Same","Same","Same","Better","Y","Y","Y",.m,"Y","Y","Y",8,"Same","Same",.m,"Same","Same","Same",.m,"Better","Yes","Yes","Yes","Yes",8,"Owned","Kacha","Y",1,1,0,1,0,0,"Manufacture","Manufacture",.n,.n,"Manufacture","Remittance",10,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same",.m,3000,100,0,0,1000,600,200,0,0,0,10000,3,3000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1502,0,4,4,"Wife","10/7/13","Female",38,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Very","Regular",4,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"Yes","Grameen Bank",.n,.n,.m,.m,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Somewhat unsatisfied","Somewhat","Not at all","Not at all","Satisfied","Satisfied","Satisfied","Quite satisfied","Quite satisfied","Satisfied","Somewhat unsatisfied",.m,"Quite satisfied",.m,"N",.m,"Y","Same","Better","Same","Same","Same","Same","Same",.m,"Same",.m,"N","Y","Y",.m,"Y","Y","Y",5,.m,"Higher",.m,"Higher",.m,"Higher",.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Kacha","Y",1,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,10,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same",.m,3000,50,600,5000,2000,500,200,0,0,0,7000,3,5000,1,.m,1,20000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2003,"",.m,.m,"N",.n,"",.n,.n,"O",2010,"",300,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2008,"",3000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1503,0,3,3,"Householdhead","10/7/13","Female",65,"Widowed","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Very","Regular",5,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Somewhat unsatisfied","Somewhat","Not much","Not much","Somewhat unsatisfied","Not at all satisfied","Satisfied","Completely satisfied","Quite satisfied","Satisfied","Satisfied",.m,"Not at all satisfied",.m,"N",.m,"Y","Same","Better","Same","Same","Same","Same","Same",.m,"Same",.m,.m,"Y","Y",.m,"Y","Y","N",5,.m,"Higher",.m,"Same","Worse","Same","Worse","Worse","Yes","Yes","Yes","No",5,"Owned","Kacha","Y",2,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,26,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Lower",2000,150,0,34000,0,1000,.m,.m,0,100,5000,3,4000,1,25000,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",1998,"",.c,.m,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1504,0,7,7,"Householdhead","10/7/13","Male",58,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,.n,.n,"Yes","No",.n,"Muslim","Moderate","Regular",0,"Employed",.n,"Salesman at Shop",7,7,12,.c,2500,.n,.m,.c,.c,.c,.c,.n,.n,"Yes","Grameen Bank",.n,.n,.m,25000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied",.m,"Satisfied","Somewhat","Not much","Not much","Somewhat unsatisfied","Not at all satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied",.m,"Satisfied","Not at all satisfied","Y",.m,"Y","Same","Better","Same","Same","Same","Same","Same",.m,"Same","Better","Y","Y","Y",.m,"Y","Y","Y",,.m,.m,.m,.m,.m,.m,.m,"Better","Yes","Yes","Yes","Yes",.m,"Owned","Kacha","Y",1,2,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,5,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,0,0,0,1,0,0,0,0,0,"Same","Lower",4000,50,0,0,0,600,200,0,0,0,5000,3,7000,1,50000,0,.n,1,.m,0,.n,0,.n,0,.n,"A",.m,"",.m,.m,"O",1995,"",.m,.m,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1505,0,7,5,"Householdhead","10/7/13","Male",80,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"Yes","No",.n,"Muslim","Very","Regular",5,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied",.m,"Quite satisfied","All day","Not at all","Not at all","Satisfied","Completely satisfied","Satisfied","Completely satisfied","Not at all satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","N",.m,"Y","Same","Better","Same","Same","Same","Same","Same","Same","Same","Better","N","Y","Y",.m,"Y","Y","Y",5,.m,"Worse",.m,"Higher",.m,"Same",.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Semi-pucca","Y",1,2,0,1,0,0,"Manufacture","Manufacture",.n,.n,"Manufacture","Remittance",23,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same",.m,5000,150,0,30000,500,2000,200,0,0,100,10000,3,6000,2,60000,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1506,0,6,5,"Wife","10/7/13","Female",50,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Very","Regular",5,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Quite satisfied","All day","Not at all","Not at all","Quite satisfied","Somewhat unsatisfied","Satisfied","Completely satisfied","Satisfied","Somewhat unsatisfied","Quite satisfied",.m,.m,.m,"Y",.m,"Y","Same","Better","Same","Same","Same","Same","Same",.m,.m,.m,"Y","Y","Y",.m,"Y","Y","Y",5,.m,"Higher",.m,"Higher",.m,"Same",.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Semi-pucca","Y",2,1,0,1,0,0,"Others","Others",.n,"Remittance","Remittance",.n,33,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,0,0,0,1,0,0,0,0,0,"Higher","Higher",10000,200,0,0,0,500,200,0,0,150,20000,3,10000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2003,"",.m,.m,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1508,0,5,5,"Householdhead","10/7/13","Male",52,"Married","Non","No migrants","Shatihati","0",0,7,"No",.n,7,0,0,"Yes","No",.n,"Muslim","Moderate","Irregular",0,"Self-Employed",.n,"Business (small)",6,7,12,5,10000,.n,.m,.c,.c,.c,.c,.n,.n,"Yes","Kormo Songstha",.n,.n,1,78000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Same","Satisfied","Not much","Not at all","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Not at all satisfied","Satisfied","Not at all satisfied","Satisfied","Satisfied","Satisfied","N","Y","Y","Same","Same","Same","Same","Better","Same","Same","Same","Same","Same","N","Y","N","Y","N","Y","Y",5,"Same","Worse","Worse","Same","Worse","Worse",.m,"Same","Yes","No","No","Yes",5,"Owned","Semi-pucca","Y",2,0,0,0,1,0,"Service","Service",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","Y","N","N",0,0,0,0,0,0,0,0,0,0,"Lower","Higher",6000,500,.m,0,0,1500,300,200,0,150,8000,300,14000,1,30000,0,.n,1,250000,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",100000,.m,"N",.n,"",.n,.n,"O",2008,"",1000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2010,"",15000,.m,"N",.n,"",.n,.n,"O",2010,"",8000,.m,"N",.n,"",.n,.n,"O",2009,"",30000,.m,1,21,5
1509,0,4,4,"Wife","10/7/13","Female",30,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Never",0,.m,.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Satisfied","Not much","Not at all","Not much","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",.m,"Satisfied","Y",.m,"Y","Same","Worse","Same","Worse","Same","Same","Worse","Same",.m,"Same",.m,"Y","Y",.m,"Y","Y","Y",5,"Same","Worse","Worse","Worse","Worse","Worse",.m,"Same","Yes","Yes","Yes","Yes",5,"Owned","Semi-pucca","Y",2,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Tube Well",.m,"Pond",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,2,0,0,0,0,0,0,0,0,0,0,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,,.m,,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
15,0,4,4,"Householdhead","25/6/13","Male",37,"Married","Non","No migrants","Shatihati","0",0,4,"No",.n,4,0,0,"No","No",.n,"Muslim","Moderate","Regular",1,"Employed",.n,"Weaving",10,1,12,15,8000,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Better","Satisfied","Not at all","Not at all","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Y","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same","Same","Y","Y","Y","Y","Y","Y","Y",8,"Same","Same",.m,"Worse","Higher",.m,.m,"Worse","Yes","Yes","Yes","Yes",8,"Owned","Kacha","Y",2,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,14,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,6,0,0,3,0,0,0,0,.m,"Lower","Higher",4000,.m,.m,0,0,.m,1000,1000,.m,.m,6000,.m,,0,.n,0,.n,1,10000,0,.n,0,.n,0,.n,"O",2000,"",80000,.m,"O",.x,"Y",150000,.m,"N",.n,"",.n,.n,"O",2010,"",700,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,6,4
151,0,2,2,"Householdhead","22/6/13","Male",65,"Married","Non","No migrants","Roail","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",4,"Self-Employed",.n,"Cattle Raising",12,7,12,15,1500,.n,.m,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Better","Completely satisfied","Not at all","Not at all","All day","Completely Satisfied","Completely satisfied","Completely Satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely Satisfied","Completely Satisfied","Quite satisfied","N",.m,.m,"Better","Better","Better","Better","Worse","Better","Better","Better","Better","Better",.m,.m,.m,.m,.m,.m,.m,5,"Same","Higher","Worse",.m,.m,.m,.m,"Better","Yes","Yes","Yes","Yes",5,"Owned","Kacha","Y",1,0,0,1,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood","Dung/leaves/straw",.m,"N","N","N","Y",5,3,3,0,0,0,0,0,0,0,"Same","Lower",1200,50,0,0,0,100,200,0,0,0,1000,20,2000,0,.n,.m,.n,0,.m,.m,.m,0,.n,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2011,"",500,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,3,1
1511,0,3,2,"Householdhead","10/7/13","Male",40,"Married","International","International migrants","Shatihati","0",0,5,"No",.n,5,0,0,"No","No",.n,"Muslim","Moderate","Regular",3,"Employed",20000,.m,.c,.c,.c,.c,.n,.n,.m,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.c,.n,.n,.n,.n,.n,.c,.n,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Owned","Semi-pucca","Y",3,1,0,1,0,0,"Service","Service",.n,"Remittance","Remittance",.n,0,0,50,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,0,0,15000,500,.m,200000,.m,2000,2000,2000,28000,2000,20000,.m,20000,1,125000,1,22000,0,.c,.c,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"O",2003,"",15000,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2012,"",90000,"Y",1,21,5
1512,0,4,3,"Householdhead","10/7/13","Female",25,"Married","Non","International migrants","Shatihati","0",0,9,"No",.n,9,.n,.n,"No","No",.n,"Muslim","Moderate","Never",4,"Employed",.n,"Weaving",6,7,12,1,1000,.n,.m,.c,.c,.c,.c,.n,.n,"Yes","Grameen Bank",.n,.n,.n,4000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better",.m,"Not at all","Not much","Not at all","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied",.m,"Somewhat unsatisfied","Somewhat unsatisfied","Satisfied","Y",.m,"Y","Same","Same","Same","Same","Same","Same",.m,.m,.m,"Same","Y","Y","Y",.m,"Y","Y","Y",5,"Worse","Worse","Worse","Same","Worse","Worse",.m,"Same","Yes","Yes","Yes","Yes",5,"Owned","Kacha","N",1,0,0,1,0,0,.n,"Manufacture",5,"Manufacture","Manufacture",.n,2,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Same",5000,200,.m,0,1000,1500,900,100,0,0,5000,.m,10000,0,.n,1,20000,0,.n,1,5000,1,250000,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2012,"",3000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
